Target Id,Attack Type,Attack Num,Average Total Variation Gap,Average JS Divergence
2001,segment,1,0.10121336356478043,0.040128436034415745
2001,segment,2,0.18781763532338694,0.07618094426161649
2001,segment,3,0.25761360183740284,0.10675148444874011
2001,segment,4,0.3146496445535347,0.13310422661778398
2001,segment,5,0.3650806224408397,0.1571837095997808
