Target Id,Attack Type,Attack Num,Average Total Variation Gap,Average JS Divergence
2001,gan,1,0.006620704790229528,0.0007554818313846658
2001,gan,2,0.009697873799896525,0.0012511572236521857
2001,gan,3,0.012717340451389765,0.0017460610723015403
2001,gan,4,0.01655955195406677,0.002310420202816876
2001,gan,5,0.019607411204500196,0.002819826987125469
