Target Id,Attack Type,Attack Num,Average Total Variation Gap,Average JS Divergence
1689,bandwagon,1,0.08072499391506077,0.030562962871456916
1689,bandwagon,2,0.14933208647121962,0.05839222756820832
1689,bandwagon,3,0.20276431060578046,0.0811306473189979
1689,bandwagon,4,0.24517551886484493,0.09959664359833185
1689,bandwagon,5,0.28154046374262764,0.11607343983946394
