Target Id,Attack Type,Attack Num,Average Total Variation Gap,Average JS Divergence
1689,segment,1,0.10819986728744552,0.043268925636489416
1689,segment,2,0.19222502834263103,0.07826059551601544
1689,segment,3,0.26119885238251084,0.10852221557335968
1689,segment,4,0.3213492999186421,0.1360271656409504
1689,segment,5,0.3650806224408397,0.1571837095997808
