Target Id,Attack Type,Attack Num,Average Total Variation Gap,Average JS Divergence
1689,random,1,0.08560675774335304,0.03195815297969425
1689,random,2,0.1513656582756228,0.058227111461494
1689,random,3,0.20301885357797794,0.07982270400928862
1689,random,4,0.24701415837613588,0.09878866382062684
1689,random,5,0.2810188749254809,0.11476742964898985
