Target Id,Attack Type,Attack Num,Average Total Variation Gap,Average JS Divergence
1689,average,1,0.02602412119048133,0.0061651934806584655
1689,average,2,0.04699498253212734,0.011563622865538218
1689,average,3,0.06184141951791628,0.016015601467282033
1689,average,4,0.07347376518550357,0.019871334941269476
1689,average,5,0.08448153777313357,0.023541122199395557
