Target Id,Attack Type,Average Total Variation Gap,Average JS Divergence
1689,BigGan,0.004328093719269134,0.0005710162243770063
1689,gan,0.004339398971133986,0.000571731851005045
1689,segment,0.10819936301633441,0.04326892534533938
1689,average,0.026023616919370225,0.006165193189508437
1689,random,0.08560625347224193,0.031958152688544225
1689,bandwagon,0.08072549670737096,0.030562963160418434
