Target Id,Attack Type,Average Total Variation Gap,Average JS Divergence
1691,BigGan,0.005815175966607217,0.0006627288686761525
1691,gan,0.005848453923047583,0.0006642691426603114
1691,segment,0.10550298642327416,0.041881992906886184
1691,average,0.027223849609974052,0.006294199653877353
1691,random,0.08286142227902042,0.031246681611137098
1691,bandwagon,0.08664901925643846,0.03317055695099477
