Target Id,Attack Type,Average Total Variation Gap,Average JS Divergence
2001,BigGan,0.0065860688273227976,0.0007537415542525344
2001,gan,0.006620937452346695,0.0007554835938845477
2001,segment,0.10121331278452134,0.04012843519664343
2001,average,0.02718100623103172,0.006321851558916801
2001,random,0.08615907960850028,0.03253610061369092
2001,bandwagon,0.08664106423330543,0.03281228821733799
