Target Id,Attack Type,Attack Num,Average Total Variation Gap,Average JS Divergence
2001,bandwagon,1,0.08664156850441654,0.03281228850848801
2001,bandwagon,2,0.15152287129326927,0.05894364757094507
2001,bandwagon,3,0.20565615403487078,0.0818339539912546
2001,bandwagon,4,0.24949233298976353,0.1012290059883525
2001,bandwagon,5,0.28154046374262764,0.11607343983946394
