Target Id,Attack Type,Attack Num,Average Total Variation Gap,Average JS Divergence
1689,BigGan,1,0.004328359086090937,0.0005710165491767554
1689,BigGan,2,0.00939573740695168,0.0012161517116290094
1689,BigGan,3,0.012490133968564791,0.0017330041972836725
1689,BigGan,4,0.014421305448509428,0.0021294378037272307
1689,BigGan,5,0.019484668405872024,0.0028113015294254583
