Target Id,Attack Type,Attack Num,Average Total Variation Gap,Average JS Divergence
2001,average,1,0.027181276048456802,0.006321852121324975
2001,average,2,0.04763735070290075,0.011742939228493527
2001,average,3,0.06136763043712392,0.01585790040685613
2001,average,4,0.07342931414613588,0.01987111769350778
2001,average,5,0.08448153777313357,0.023541122199395557
