Target Id,Attack Type,Attack Num,Average Total Variation Gap,Average JS Divergence
2001,random,1,0.08615912945428966,0.03253610117731067
2001,random,2,0.15250952963087458,0.05904107884672819
2001,random,3,0.20583640590108884,0.08095636749951643
2001,random,4,0.2463339075112056,0.09893575089670563
2001,random,5,0.2810188749254809,0.11476742964898985
