Target Id,Attack Type,Average Total Variation Gap,Average JS Divergence
1808,BigGan,0.004287691508140435,0.0005663956954700172
1808,gan,0.004316449224144334,0.0005679030220672695
1808,segment,0.10444554470254597,0.04163943248267725
1808,average,0.02612829832121865,0.005899565243225295
1808,random,0.08338614644599342,0.031062911565405586
1808,bandwagon,0.08676225969093798,0.033058816490766606
