Target Id,Attack Type,Average Total Variation Gap,Average JS Divergence
1959,BigGan,0.003387173842373777,0.000495501022049056
1959,gan,0.0034184533573297926,0.0004972166877607463
1959,segment,0.10617696932338089,0.042249738195848326
1959,average,0.026814465477461722,0.006306767137361531
1959,random,0.08631732365938204,0.03264066890515253
1959,bandwagon,0.08315154971688644,0.03149095182293772
